This is a listing of tables and columns in the SEAD database in the form of a (semicolon seperated) CSV file. Note that all FKs (i.e. columns where is_sk equals YES) with name xyz_id references table tbl_xyz (plural form of tbl_xyz) having PK  (is_pk equals YES) xyz_id. All columns ending with "_id" are integers, starting with "is_" is boolean. Other columns you can treat as text (unless other type is ovious). It's an archealogical database. Could you suggest an ontology, with most significant entities, and create a proposed OBDA model?

```tsv
schema_name	entity_name	table_name	column_name	comment	is_pk	is_fk
public		tbl_ecocode_systems	biblio_id	Specifies the publication that describes or mentions  the ecocode system.	NO	YES
public		tbl_ecocode_systems	definition	Detailed description of the ecocode system.	NO	NO
public	Ecocode System	tbl_ecocode_systems		Defines various systems used for classifying specific attributes of taxa, including habitat preferences, food types, and cultural uses.		
public		tbl_ecocode_systems	ecocode_system_id	Primary key (automatically incremented).	YES	NO
public		tbl_ecocode_systems	name	Name of the ecocode system.	NO	NO
public		tbl_ecocode_systems	notes	Additional notes or comments about the ecocode system.	NO	NO
public		tbl_ecocodes	ecocode_definition_id	Specifies the ecocode definition this ecocode belongs to.	NO	YES
public	Ecocode	tbl_ecocodes		Associates ecological classifications with specific taxa.		
public		tbl_ecocodes	ecocode_id	Primary key (automatically incremented).	YES	NO
public		tbl_ecocodes	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public	Feature Type	tbl_feature_types		Categorizes archaeological features by their function, shape, or construction to facilitate the study of historical human activities. Categories include: domestic structures (e.g., homes), public and ceremonial spaces (e.g., temples, public buildings), economic and industrial areas (e.g., workshops, kilns), defensive structures (e.g., fortifications, walls), agricultural modifications (e.g., terraces, irrigation systems), funerary sites (e.g., graves, tombs), transportation routes (e.g., roads, bridges), and water management systems (e.g., wells, aqueducts). These classifications provide insights into societal organization, cultural practices, and technological advancements across various eras and regions.		
public		tbl_feature_types	feature_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_feature_types	feature_type_description	A detailed description of the feature type, explaining its characteristics and significance.	NO	NO
public		tbl_feature_types	feature_type_name	The name of the feature type, providing a concise label for identification.	NO	NO
public	Feature Type	tbl_features		Represents archaeological features, which are immovable traces of past human activities. These features include structures or landscape modifications such as building remains, hearths, burials, pits, roads, terraces, and defensive constructions like mounds and ditches. They are vital for understanding the spatial organization, cultural practices, and daily life of ancient societies, providing context for interpreting artifacts and environmental interactions. Archaeological features are analyzed in situ through excavation and surveying to offer insights into historical human-environment dynamics.		
public		tbl_features	feature_id	Primary key (automatically incremented).	YES	NO
public		tbl_features	feature_description	A detailed description of the feature, which may include field and lab notes or interpretative information helpful for analyzing the sample data.	NO	NO
public		tbl_features	feature_name	The established reference name or number for the feature, such as 'well 47', 'anl.3', or 'c107'. Note: A sample may derive from multiple features (e.g., 'c107' within 'well 47'), but each feature should be recorded separately.	NO	NO
public		tbl_features	feature_type_id	Specifies the type of feature.	NO	YES
public		tbl_geochron_refs	biblio_id	Specifies the publication that describes or mentions the geochronological dating.	NO	YES
public		tbl_geochron_refs	geochron_id	Specifies the geochronological record related to this reference.	NO	YES
public	Geochronological Reference	tbl_geochron_refs		Contains references for geochronological (radiometric) dating of samples.		
public		tbl_geochron_refs	geochron_ref_id	Primary key (automatically incremented).	YES	NO
public		tbl_geochronology	age	Measured radiometric age of the sample, expressed in years.	NO	NO
public		tbl_geochronology	analysis_entity_id	Identifies the specific analysis entity associated with this record.	NO	YES
public	Geochronology	tbl_geochronology		Contains radiometric dating information for samples, primarily radiocarbon, but also includes other methods such as Uranium series. These are also referred to as absolute dates.		
public		tbl_geochronology	geochron_id	Primary key (automatically incremented).	YES	NO
public		tbl_geochronology	dating_lab_id	Foreign key identifying the laboratory that conducted the dating analysis.	NO	YES
public		tbl_geochronology	dating_uncertainty_id	Specifies the uncertainty category related to the dating method used.	NO	YES
public		tbl_geochronology	delta_13c	Delta 13C value used for calibration correction, when available.	NO	NO
public		tbl_geochronology	error_older	Upper bound of the measured error range. Matches 'error_younger' for symmetrical errors.	NO	NO
public		tbl_geochronology	error_younger	Lower bound of the measured error range. Matches 'error_older' for symmetrical errors.	NO	NO
public		tbl_geochronology	lab_number	Identifier assigned by the laboratory for the sample.	NO	NO
public		tbl_geochronology	notes	Additional notes or comments pertinent to this specific date.	NO	NO
public		tbl_horizons	description	Detailed description of the soil horizon.	NO	NO
public	Horizons	tbl_horizons		Represents the layer of soil from which samples are taken, classified according to a recognized standard (e.g., FAO A horizon).		
public		tbl_horizons	horizon_id	Primary key (automatically incremented).	YES	NO
public		tbl_horizons	horizon_name	Name or designation of the soil horizon.	NO	NO
public		tbl_horizons	method_id	Specifies the method used to identify or classify the horizon.	NO	YES
public		tbl_identification_levels	identification_level_abbrev	Abbreviation for the identification level, used for quick reference.	NO	NO
public		tbl_identification_levels	identification_level_name	The full name of the identification level, providing a detailed description.	NO	NO
public		tbl_identification_levels	notes	Additional information or remarks related to the identification level.	NO	NO
public	Identification Levels	tbl_identification_levels		Serves as a lookup for taxonomic identification levels, detailing the resolution or uncertainty in identification, such as 'cf. Family', 'cf. Genus', or 'cf. Species'.		
public		tbl_identification_levels	identification_level_id	Primary key (automatically incremented).	YES	NO
public	Image Type	tbl_image_types		Specifies the purpose of images, such as site photos, sample group sketches, and core photos.		
public		tbl_image_types	image_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_image_types	description	A brief explanation of the image type's purpose.	NO	NO
public		tbl_image_types	image_type	The specific category or designation of the image.	NO	NO
public	Language	tbl_languages		Specifies human languages used for the common names of taxa.		
public		tbl_languages	language_id	Primary key (automatically incremented).	YES	NO
public		tbl_languages	language_name_english	The name of the language in English.	NO	NO
public		tbl_languages	language_name_native	The name of the language in its native script or form.	NO	NO
public		tbl_lithology	depth_bottom	The depth at the bottom of the lithological layer, measured in centimeters.	NO	NO
public		tbl_lithology	depth_top	The depth at the top of the lithological layer, measured in centimeters.	NO	NO
public		tbl_lithology	description	A description of the lithological characteristics of the sedimentary layer.	NO	NO
public	Lithology	tbl_lithology		Provides a detailed description of sedimentary units within a sample group. It allows for the characterization of a soil profile at various depths, corresponding to the sample depths (e.g., 0-10 cm: humus, 10-30 cm: sand).		
public		tbl_lithology	lithology_id	Primary key (automatically incremented).	YES	NO
public		tbl_lithology	lower_boundary	Details regarding the boundary characteristics at the lower end of the lithological layer.	NO	NO
public		tbl_lithology	sample_group_id	Identifies a sample group. linking lithology data to specific sample groups.	NO	YES
public	Location Types	tbl_location_types		Contains definitions for various geographical terms, specifying their resolution and context (e.g., administrative unit, historical administrative unit, lake, country).		
public		tbl_location_types	location_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_location_types	description	A detailed explanation or definition of the location type.	NO	NO
public		tbl_location_types	location_type	The name or designation of the location type (e.g., country, city, lake).	NO	NO
public		tbl_locations	default_lat_dd	Default latitude of the location in decimal degrees, e.g., the midpoint of a country. Leave empty if unknown.	NO	NO
public		tbl_locations	default_long_dd	Default longitude of the location in decimal degrees, e.g., the midpoint of a country. Leave empty if unknown.	NO	NO
public		tbl_locations	location_name	The name of the location.	NO	NO
public		tbl_locations	location_type_id	Specifies the type of location.	NO	YES
public	Locations	tbl_locations		Represents geographical locations, typically defined by regions. These can be current or historical locations.		
public		tbl_locations	location_id	Primary key (automatically incremented).	YES	NO
public	MCR Name	tbl_mcr_names		Contains the original taxon names utilized in the Birmingham MCR calculation system for climate reconstruction. It ensures the reproducibility of results and facilitates comparison with historical data.		
public		tbl_mcr_names	taxon_id	Primary key. Specifies the taxonomic unit related to this record.	YES	YES
public		tbl_mcr_names	comparison_notes	Additional notes for cross-referencing and comparison with other taxa.	NO	NO
public		tbl_mcr_names	mcr_name_trim	The abbreviated or trimmed version of the MCR taxon name for consistency.	NO	NO
public		tbl_mcr_names	mcr_number	A unique identifier related to each MCR taxon name.	NO	NO
public		tbl_mcr_names	mcr_species_name	The full scientific name of the species as used in MCR calculations.	NO	NO
public	MCR Summary Data	tbl_mcr_summary_data		Contains concise summaries detailing the temperature tolerance limits of MCR species.		
public		tbl_mcr_summary_data	mcr_summary_data_id	Primary key (automatically incremented).	YES	NO
public		tbl_mcr_summary_data	cog_mid_tmax	Midpoint of the maximum temperature range for the center of gravity of the species.	NO	NO
public		tbl_mcr_summary_data	cog_mid_trange	Midpoint of the temperature range for the center of gravity of the species.	NO	NO
public		tbl_mcr_summary_data	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public		tbl_mcr_summary_data	tmax_hi	Highest observed maximum temperature tolerance for the species.	NO	NO
public		tbl_mcr_summary_data	tmax_lo	Lowest observed maximum temperature tolerance for the species.	NO	NO
public		tbl_mcr_summary_data	tmin_hi	Highest observed minimum temperature tolerance for the species.	NO	NO
public		tbl_mcr_summary_data	tmin_lo	Lowest observed minimum temperature tolerance for the species.	NO	NO
public		tbl_mcr_summary_data	trange_hi	Upper bound of the temperature range the species can tolerate.	NO	NO
public		tbl_mcr_summary_data	trange_lo	Lower bound of the temperature range the species can tolerate.	NO	NO
public		tbl_mcrdata_birmbeetledat	mcr_data	Data related to the MCR (Mean Climate Range) for each species.	NO	NO
public		tbl_mcrdata_birmbeetledat	mcr_row	Specifies the row position in the climate envelope matrix based on TMax.	NO	NO
public	MCR Birmingham Beetle Data	tbl_mcrdata_birmbeetledat		Stores species climate envelopes using binary 1-degree Celsius cells, categorized by TRange (columns) and TMax (rows). For more information, visit www.bugscep.com.		
public		tbl_mcrdata_birmbeetledat	mcrdata_birmbeetledat_id	Primary key (automatically incremented).	YES	NO
public		tbl_mcrdata_birmbeetledat	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public	Measured Value Dimension	tbl_measured_value_dimensions		Stores dimensional measurements of samples, such as weight before and after burning, volume, or other similar metrics.		
public		tbl_measured_value_dimensions	measured_value_dimension_id	Primary key (automatically incremented).	YES	NO
public		tbl_measured_value_dimensions	dimension_id	Specifies the specific dimension being measured  (e.g., length, width, height)..	NO	YES
public		tbl_measured_value_dimensions	dimension_value	The quantified value of the measured dimension.	NO	NO
public		tbl_measured_value_dimensions	measured_value_id	Specifies the measured value to which this dimension belongs.	NO	YES
public		tbl_measured_values	analysis_entity_id	Identifies the specific analysis entity associated with this record.	NO	YES
public	Measured Value	tbl_measured_values		Records continuous chemical or physical values related to specific sample analyses. Each Sample Analysis can have zero or one associated Measured Value.		
public		tbl_measured_values	measured_value_id	Primary key (automatically incremented).	YES	NO
public		tbl_measured_values	measured_value	The continuous value obtained from the sample analysis.	NO	NO
public		tbl_method_groups	description	A detailed description of the method group, providing insight into the shared characteristics or purpose of the methods within the group.	NO	NO
public	Method Group	tbl_method_groups		Categorizes various analysis methods into groups based on their similarities, such as dating methods, isotope analyses, palaeoentomology, or geographic location.		
public		tbl_method_groups	method_group_id	Primary key (automatically incremented).	YES	NO
public		tbl_method_groups	group_name	The name or title of the method group, serving as a concise identifier for the category of methods.	NO	NO
public	Method	tbl_methods		Contains definitions and details of various analysis methods.		
public		tbl_methods	method_id	Primary key (automatically incremented).	YES	NO
public		tbl_methods	biblio_id	Specifies the publication that describes or mentions the method.	NO	YES
public		tbl_methods	description	Detailed description of the analysis method.	NO	NO
public		tbl_methods	method_abbrev_or_alt_name	Abbreviation or alternative name for the method.	NO	NO
public		tbl_methods	method_group_id	Specifies the group category of the method.	NO	YES
public		tbl_methods	method_name	Full name of the analysis method.	NO	NO
public		tbl_methods	record_type_id	Specifies the type of record related to the method.	NO	YES
public		tbl_methods	unit_id	Specifies the unit of measurement used in the method.	NO	YES
public	Modification Type	tbl_modification_types		Specifies various modifications or alterations observed in Quaternary or sub-fossils, such as carbonization, mineralization, and fragmentation.		
public		tbl_modification_types	modification_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_modification_types	modification_type_description	Detailed description of the modification to ensure clarity and understanding, especially for those unfamiliar with domain-specific terminology.	NO	NO
public		tbl_modification_types	modification_type_name	Concise identifier for the modification type, such as 'carbonized'.	NO	NO
public	Physical Sample Feature	tbl_physical_sample_features		Establishes a many-to-many relationship between samples and specific features, allowing a feature to be related to multiple samples and a sample to be linked to multiple features. This supports scenarios where samples originate from nested feature groups or features with multiple identifiers.		
public		tbl_physical_sample_features	physical_sample_feature_id	Primary key (automatically incremented).	YES	NO
public		tbl_physical_sample_features	feature_id	Specifies the unique identifier of a feature.	NO	YES
public		tbl_physical_sample_features	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_physical_samples	alt_ref_type_id	Specifies the type of the primary sample name, such as lab or museum number.	NO	YES
public		tbl_physical_samples	date_sampled	The date when the sample was collected.	NO	NO
public	Physical Sample	tbl_physical_samples		Records information about physical samples collected from specific sites. Each sample is characterized by its location within the site, its physical properties measured in specific units (e.g., liters, kilograms), and its context within a sample set. Additionally, samples may have descriptive information, notes, and external identifiers linked to other systems.		
public		tbl_physical_samples	physical_sample_id	Primary key (automatically incremented).	YES	NO
public		tbl_physical_samples	sample_group_id	Identifies the specific sample group this sample belongs to.	NO	YES
public		tbl_physical_samples	sample_name	Primary reference number or name of the sample. Additional references can be recorded as alternative names.	NO	NO
public		tbl_physical_samples	sample_type_id	Specifies the physical form of the sample, such as bulk sample or core subsample.	NO	YES
public	Project Stage	tbl_project_stages		Defines the various stages of an investigation, such as desktop study, prospection, full excavation, and reanalysis.		
public		tbl_project_stages	project_stage_id	Primary key (automatically incremented).	YES	NO
public		tbl_project_stages	description	A detailed explanation of the project stage, outlining its purpose and general activities involved.	NO	NO
public		tbl_project_stages	stage_name	The name of the project stage within the investigative cycle, such as desktop study, prospection, or final excavation.	NO	NO
public		tbl_project_types	description	Details the combination of project types, if applicable, such as teaching/research.	NO	NO
public	Project Type	tbl_project_types		Defines the categories of projects based on their primary purpose or objective, such as teaching, consultancy, research, or their combinations.		
public		tbl_project_types	project_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_project_types	project_type_name	The name representing the project type, such as consultancy, research, teaching, or combinations like consultancy/teaching.	NO	NO
public		tbl_projects	description	A brief overview of the project, including relevant details that facilitate further exploration.	NO	NO
public		tbl_projects	project_abbrev_name	An optional field for the abbreviation or acronym of the project name (e.g., VGV, SWEDAB).	NO	NO
public		tbl_projects	project_name	The full name of the project (e.g., Phil's PhD Thesis, Malm� Ring Road V�gverket).	NO	NO
public		tbl_projects	project_stage_id	Specifies the project's stage, linking to the corresponding stage details.	NO	YES
public		tbl_projects	project_type_id	Specifies the type of the project, linking to the corresponding type details.	NO	YES
public	Project	tbl_projects		Contains information about projects, including their names and descriptions, pertinent to datasets for specific sites.		
public		tbl_projects	project_id	Primary key (automatically incremented).	YES	NO
public	RDB	tbl_rdb		Contains rarity data for taxa within specific geographical areas (e.g., threatened species in Sweden).		
public		tbl_rdb	rdb_id	Primary key (automatically incremented).	YES	NO
public		tbl_rdb	location_id	Specifies the geographical area relevant to the rarity data, such as international IUCN classifications specific to the UK.	NO	YES
public		tbl_rdb	rdb_code_id	Specifies the the specific rarity designation or classification code.	NO	YES
public		tbl_rdb	taxon_id	Specifies the taxonomic unit related to this record.	NO	YES
public	RDB Code	tbl_rdb_codes		Definitions of rarity categories across various systems, as specified in tbl_rdb_systems.		
public		tbl_rdb_codes	rdb_code_id	Primary key (automatically incremented).	YES	NO
public		tbl_rdb_codes	rdb_category	The name of the rarity category.	NO	NO
public		tbl_rdb_codes	rdb_definition	Detailed description of the rarity category.	NO	NO
public		tbl_rdb_codes	rdb_system_id	Specifies the identifier of the system in tbl_rdb_systems.	NO	YES
public		tbl_rdb_systems	biblio_id	Specifies the publication that describes or mentions  the RDB system.	NO	YES
public		tbl_rdb_systems	location_id	Specifies the geographical applicability of the RDB system, e.g., UK, international, New Forest.	NO	YES
public	RDB System	tbl_rdb_systems		Details of rarity designation systems (commonly known as Red Data Books) and the regions where they are applicable.		
public		tbl_rdb_systems	rdb_system_id	Primary key (automatically incremented).	YES	NO
public		tbl_rdb_systems	rdb_first_published	The year the RDB system was first published.	NO	NO
public		tbl_rdb_systems	rdb_system	The name or title of the RDB system.	NO	NO
public		tbl_rdb_systems	rdb_system_date	The date related to the RDB system, possibly indicating the version or update year.	NO	NO
public		tbl_rdb_systems	rdb_version	The version or edition number of the RDB system.	NO	NO
public	Record Type	tbl_record_types		Categorizes biological proxies based on their general usage or origin, enabling the creation of meaningful subsets from the complete taxonomic index and associated abundance elements. It ensures relevance by excluding options like 'seed' from datasets related to insects. The classification is primarily at the 'Order' level in the taxonomic hierarchy. For example, 'Insects & similar' includes insects, arthropods, and other related animals, while 'Plants & pollen' groups entities with shared ecological significance, such as plant presence.		
public		tbl_record_types	record_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_record_types	record_type_description	Provides a detailed explanation of the group's composition and the rationale for its categorization.	NO	NO
public		tbl_record_types	record_type_name	Concise name representing the proxy or proxies within the group.	NO	NO
public		tbl_relative_age_refs	biblio_id	Specifies the publication that describes or mentions the relative age definition.	NO	YES
public	Relative Age Reference	tbl_relative_age_refs		Stores bibliographic references that define the accepted authority for a dating period, rather than the dating of a specific sample.		
public		tbl_relative_age_refs	relative_age_ref_id	Primary key (automatically incremented).	YES	NO
public		tbl_relative_age_refs	relative_age_id	Specifies the the relative age defined by this reference.	NO	YES
public		tbl_relative_age_types	age_type	The name of the chronological age type, which can include archaeological periods, specific calendar dates, calendar age ranges, or periods defined by the Blytt-Sernander classification.	NO	NO
public		tbl_relative_age_types	description	A detailed explanation of the chronological age type, such as a period marked by archaeological or geological evidence indicating cultural activities or climate changes as inferred from paleo-vegetation records.	NO	NO
public	Relative Age Type	tbl_relative_age_types		Contains various types of relative ages used in different contexts such as archaeological, Blytt-Sernander, and Geological. These age types can vary in specificity, ranging from well-defined systems like Blytt-Sernander to broader categories like geological periods.		
public		tbl_relative_age_types	relative_age_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_relative_ages	abbreviation	Standard abbreviated form of the period name, if available.	NO	NO
public	Relative Age	tbl_relative_ages		Contains definitions of ages based on historical periods or calendar events, including age ranges and geographical relevance (e.g., Mesolithic in Sweden).		
public		tbl_relative_ages	relative_age_id	Primary key (automatically incremented).	YES	NO
public		tbl_relative_ages	c14_age_older	C14 age of the older boundary of the period, if applicable.	NO	NO
public		tbl_relative_ages	c14_age_younger	C14 age of the younger boundary of the period, if applicable. Leave blank for calendar ages.	NO	NO
public		tbl_relative_ages	cal_age_older	Approximate age before present (1950) of the earliest boundary of the period, or the calendar age converted to BP if applicable.	NO	NO
public		tbl_relative_ages	cal_age_younger	Approximate age before present (1950) of the latest boundary of the period, or the calendar age converted to BP if applicable.	NO	NO
public		tbl_relative_ages	description	A detailed description of the period, typically outlining its characteristics.	NO	NO
public		tbl_relative_ages	location_id	Specifies the location related to the period.	NO	YES
public		tbl_relative_ages	notes	Additional notes on the period, such as definitions' reliability or boundary uncertainties.	NO	NO
public		tbl_relative_ages	relative_age_name	Name of the dating period, e.g., 'Bronze Age'. Calendar ages should be named appropriately, such as 'AD 1492' or '74 BC'.	NO	NO
public		tbl_relative_ages	relative_age_type_id	Specifies the type of relative age.	NO	YES
public		tbl_relative_dates	analysis_entity_id	Identifies the specific analysis entity associated with this record.	NO	YES
public		tbl_relative_dates	dating_uncertainty_id	Specifies the uncertainty category related to the dating method used.	NO	YES
public		tbl_relative_dates	method_id	Specifies the method used for dating the sample to a period or calendar date.	NO	YES
public		tbl_relative_dates	notes	Additional notes regarding the sample's dating, including any specific details or observations.	NO	NO
public		tbl_relative_dates	relative_age_id	Specifies the relative age definition.	NO	YES
public	Relative Date	tbl_relative_dates		Records the relative dating information for samples by associating a relative age definition with a physical sample through an analysis entity. It includes details about dating methods, notes, and indications of uncertainty (e.g., 'from', 'ca', '<').		
public		tbl_relative_dates	relative_date_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_alt_refs	alt_ref	Alternative reference name for the physical sample.	NO	NO
public		tbl_sample_alt_refs	alt_ref_type_id	Specifies the type of alternative identification.	NO	YES
public	Alternative Sample Reference	tbl_sample_alt_refs		Contains various reference names for physical samples, such as laboratory or field numbers.		
public		tbl_sample_alt_refs	sample_alt_ref_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_alt_refs	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_colours	colour_id	Specifies the unique identifier for a color.	NO	YES
public	Sample Colour	tbl_sample_colours		Contains information about the colors related to physical samples.		
public		tbl_sample_colours	sample_colour_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_colours	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_coordinates	accuracy	Describes the precision of the GPS data, e.g., 5m, 10m, 0.01m.	NO	NO
public		tbl_sample_coordinates	coordinate_method_dimension_id	Specifies referencing the method used to determine the grid type.	NO	YES
public		tbl_sample_coordinates	measurement	The specific coordinate measurement value.	NO	NO
public		tbl_sample_coordinates	physical_sample_id	Identifies the specific physical sample.	NO	YES
public	Sample Coordinate	tbl_sample_coordinates		Specifies the physical location data of samples. This includes both local grid references and standardized global coordinates, such as latitude and longitude. References a methods that determines the type of grid used, facilitating the plotting of samples on large-scale maps or site-specific projects.		
public		tbl_sample_coordinates	sample_coordinate_id	Primary key (automatically incremented).	YES	NO
public	Sample Description Sample Group Context	tbl_sample_description_sample_group_contexts		Links sample descriptions to their respective group contexts, providing a structured way to manage and categorize sample data.		
public		tbl_sample_description_sample_group_contexts	sample_description_sample_group_context_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_description_sample_group_contexts	sample_description_type_id	Specifies the sample description type, indicating the type of sample described.	NO	YES
public		tbl_sample_description_sample_group_contexts	sampling_context_id	Specifies the sampling context, providing contextual details about the sampling environment.	NO	YES
public	Sample Description Type	tbl_sample_description_types		Specifies various types of sample descriptions used in the database.		
public		tbl_sample_description_types	sample_description_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_description_types	type_description	Detailed description of the sample type.	NO	NO
public		tbl_sample_description_types	type_name	Name assigned to the sample type.	NO	NO
public		tbl_sample_descriptions	description	Textual description of the sample.	NO	NO
public	Sample Description	tbl_sample_descriptions		Contains detailed descriptions of samples categorized by different description types.		
public		tbl_sample_descriptions	sample_description_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_descriptions	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_descriptions	sample_description_type_id	Specifies the type identifier for the sample description.	NO	YES
public	Sample Dimension	tbl_sample_dimensions		Contains measurable dimension data for samples, excluding coordinates. This includes attributes such as volume, weight, and depth within stratigraphy or cores.		
public		tbl_sample_dimensions	sample_dimension_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_dimensions	dimension_id	Specifies the specific dimension being measured  (e.g., length, width, height)..	NO	YES
public		tbl_sample_dimensions	dimension_value	The quantified value of the measured dimension.	NO	NO
public		tbl_sample_dimensions	method_id	Specifies the measurement method used, including associated units.	NO	YES
public		tbl_sample_dimensions	physical_sample_id	Identifies the specific physical sample.	NO	YES
public		tbl_sample_group_coordinates	coordinate_method_dimension_id	Specifies the method and dimension used for determining coordinates.	NO	YES
public	Sample Group Coordinate	tbl_sample_group_coordinates		Contains coordinates related to sample groups, such as the top of a core, the top of a profile, or specific locations on dendrochronological or ceramic objects.		
public		tbl_sample_group_coordinates	sample_group_position_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_coordinates	position_accuracy	Specifies the accuracy level of the recorded position.	NO	NO
public		tbl_sample_group_coordinates	sample_group_id	Identifies the specific sample group.	NO	YES
public		tbl_sample_group_coordinates	sample_group_position	Describes the specific position within the sample group.	NO	NO
public	Sample Group Description Type Sampling Context	tbl_sample_group_description_type_sampling_contexts		Associates description types with sampling methods. Specifically used for dendrochronology to group description types based on detail levels, indicating how fields relate to dendrochronological analysis of buildings.		
public		tbl_sample_group_description_type_sampling_contexts	sample_group_description_type_sampling_context_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_description_type_sampling_contexts	sample_group_description_type_id	Specifies the description type.	NO	YES
public		tbl_sample_group_description_type_sampling_contexts	sampling_context_id	Specifies the sampling context, providing contextual details about the sampling environment.	NO	YES
public	Sample Group Description Type	tbl_sample_group_description_types		Categorizes the types of descriptions related to sample groups. It includes types such as architectural data (e.g., roof type, structural details) or dendrochronological anlabels related to shipwrecks. Note that these descriptions are intended to provide context and should not be used to infer specific features of the samples. Users can add custom lookup data.		
public		tbl_sample_group_description_types	sample_group_description_type_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_description_types	type_description	A detailed description of the sample group description type.	NO	NO
public		tbl_sample_group_description_types	type_name	The name or label of the sample group description type.	NO	NO
public		tbl_sample_group_descriptions	group_description	Textual description of the sample group.	NO	NO
public	Sample Group Description	tbl_sample_group_descriptions		Contains definitions or descriptions of groups of samples, categorized by a specific description type.		
public		tbl_sample_group_descriptions	sample_group_description_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_descriptions	sample_group_description_type_id	Specifies the type of description for the sample group.	NO	YES
public		tbl_sample_group_descriptions	sample_group_id	Specifies the specific sample group.	NO	YES
public	Sample Group Dimension	tbl_sample_group_dimensions		Contains the physical dimensions of a sample group (e.g., core length) based on a specified dimension type.		
public		tbl_sample_group_dimensions	sample_group_dimension_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_dimensions	dimension_id	Specifies the specific dimension being measured  (e.g., length, width, height)..	NO	YES
public		tbl_sample_group_dimensions	dimension_value	The quantified value of the measured dimension.	NO	NO
public		tbl_sample_group_dimensions	sample_group_id	Identifies the specific sample group.	NO	YES
public	Sample Group Image	tbl_sample_group_images		Contains images related to sample groups, such as photographs or annotated sketches of cores.		
public		tbl_sample_group_images	sample_group_image_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_images	description	A brief description of the image content.	NO	NO
public		tbl_sample_group_images	image_location	The storage path or URL where the image is located.	NO	NO
public		tbl_sample_group_images	image_name	The file name or title of the image.	NO	NO
public		tbl_sample_group_images	image_type_id	Specifies the image type, indicating the category or format of the image.	NO	YES
public		tbl_sample_group_images	sample_group_id	Identifies the specific sample group.	NO	YES
public	Sample Group Note	tbl_sample_group_notes		Contains notes pertaining to groups of samples.		
public		tbl_sample_group_notes	sample_group_note_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_notes	note	Textual note providing additional information about the sample group.	NO	NO
public		tbl_sample_group_notes	sample_group_id	Identifies the specific sample group.	NO	YES
public		tbl_sample_group_references	biblio_id	Specifies the publication that describes or mentions the sample group.	NO	YES
public	Sample Group Reference	tbl_sample_group_references		Contains bibliographic information specifically relevant to a sample group, distinct from site or dataset references (e.g., a publication that reinterprets a structure within a site).		
public		tbl_sample_group_references	sample_group_reference_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_references	sample_group_id	Identifies the specific sample group.	NO	YES
public	Sample Group Sampling Context	tbl_sample_group_sampling_contexts		Defines the type of context or situation in which a sample group was collected. It includes the investigation purpose or initial collection intent, such as stratigraphic sequence, invertebrate survey, archaeological excavation, or quantitative vegetation survey. This context aids in filtering and analyzing samples based on specific project types, like climate reconstruction using stratigraphic sequences or habitat analysis using modern survey data.		
public		tbl_sample_group_sampling_contexts	sampling_context_id	Primary key (automatically incremented).	YES	NO
public		tbl_sample_group_sampling_contexts	description	Detailed explanation of the sampling context term.	NO	NO
public		tbl_sample_group_sampling_contexts	sampling_context	Concise and descriptive name for the sampling context, e.g., stratigraphic sequence or archaeological excavation.	NO	NO
public		tbl_sample_group_sampling_contexts	sort_order	Defines the order for grouping similar or related contexts, facilitating the organization of modern and paleo investigations.	NO	NO
public	Sample Group	tbl_sample_groups		Contains collections of related samples, typically grouped by structures (e.g., House 1), stratigraphic sequences (e.g., profile 3), or lake cores. Groups can be defined flexibly based on research needs.		
public		tbl_sample_groups	sample_group_id	Primary key (automatically incremented).	YES	NO
